id,page_idx,column,bbox_x1,bbox_y1,bbox_x2,bbox_y2,chant_type,mode,incipit,page
586,8,left,97,1162,517,1186,offertorium,1,Laetamini (cum alleluia),443
587,8,left,95,1192,518,1215,offertorium,4,Laetentur caeli,44
588,8,left,95,1222,515,1246,offertorium,4,"Lauda, anima mea",221
589,8,left,95,1252,518,1272,offertorium,2,Laudate Dominum,110
590,8,left,96,1282,518,1306,offertorium,8,Levabo oculos meos,78
591,8,left,95,1342,518,1367,offertorium,2,Meditabor (sine alleluia),356
592,8,left,95,1372,518,1397,offertorium,2,Meditabor (cum alleluia),245
593,8,left,96,1402,518,1427,offertorium,3,Mihi autem nimis,435
594,8,left,96,1432,519,1456,offertorium,8,Mirabilis Deus,469
595,8,left,96,1462,518,1486,offertorium,8,Miserere mihi,92
596,8,right,556,109,975,135,offertorium,8,Oraio ma,513
597,8,right,555,139,977,165,offertorium,4,Oravi Deum meum,334
598,8,right,555,200,976,224,offertorium,4,Perfice gressus meos,273
599,8,right,556,230,976,254,offertorium,5,Populum humilem,302
600,8,right,556,260,977,284,offertorium,8,Poras caeli,207
601,8,right,555,290,976,314,offertorium,4,Postula a me,390
602,8,right,556,320,976,345,offertorium,8,Posuisti,482
603,8,right,555,350,976,375,offertorium,8,Precatus est Moyses,317
604,8,right,555,380,977,405,offertorium,2,"Protege, Domine",599
605,8,right,558,440,976,465,offertorium,1,Recordare mei,352
606,8,right,558,470,976,494,offertorium,1,"Recordare, Virgo Mater",422
607,8,right,555,499,976,525,offertorium,5,Reges Tharsis,58
608,8,right,557,531,974,555,offertorium,1,Repleti sumus,441
609,8,right,555,590,976,614,offertorium,5,Sanctificavit,338
610,8,right,556,620,977,644,offertorium,8,Scapuis sus,76
611,8,right,556,650,975,674,offertorium,8,Si ambulavero,341
612,8,right,555,680,977,704,offertorium,5,Sicut in holocausto,299
613,8,right,555,710,977,734,offertorium,3,Sperent in te,286
614,8,right,557,740,977,764,offertorium,1,Stetit angelus,610
615,8,right,557,769,976,795,offertorium,1,Super flumina,345
616,8,right,555,830,978,854,offertorium,4,Terra tremuit,199
617,8,right,555,860,978,884,offertorium,2,Tollite portas,40
618,8,right,555,890,977,915,offertorium,4,Tui sunt caeli,49
619,8,right,555,950,976,974,offertorium,2,Veritas mea,483
620,8,right,555,980,977,1004,offertorium,2,Vir erat,349
621,8,right,557,1010,978,1034,offertorium,1,Viri Galilaei,237
623,8,right,556,1133,977,1157,communio,4,Ab occultis meis,113
624,8,right,555,1164,978,1188,communio,4,Acceptabis,309
625,8,right,555,1194,979,1218,communio,5,Adversum me,154
626,8,right,555,1223,910,1246,communio,6,Alleluia (ter),195
627,8,right,557,1253,978,1277,communio,1,Amen dico vobis : Quidquid,368
628,8,right,556,1283,979,1308,communio,4,Amen dico vobis : Quod uni,79
629,8,right,558,1313,979,1337,communio,1,Amen dico vobis : Quod vos,436
630,8,right,557,1342,979,1368,communio,2,Auferame,353
631,8,right,559,1403,979,1427,communio,1,Beata viscera,423
632,8,right,557,1433,979,1458,communio,6,Beatam me dicent,592
633,8,right,560,1463,980,1488,communio,1,Beati mundo corde,514
634,9,left,95,109,513,136,communio,3,Beatus servus,491
635,9,left,94,139,515,164,communio,4,Benedicimus Deum,376
636,9,left,95,169,515,193,communio,3,"Benedicite, omnes angeli",610
637,9,left,95,237,514,263,communio,2,Cantabo Domino,283
638,9,left,95,267,515,289,communio,2,Cantate Domino,222
639,9,left,95,297,516,322,communio,8,Christus resurgens,207
640,9,left,95,327,516,353,communio,6,Circuibo,297
641,9,left,96,357,515,382,communio,8,Comedite pinguia,268
642,9,left,97,388,516,413,communio,1,Confundantur superbi,529
643,9,left,95,417,516,439,communio,2,Cum invocarem te,80
644,9,left,97,488,516,512,communio,1,Data est mihi,213
645,9,left,96,518,517,543,communio,6,De fructu,329
646,9,left,96,547,516,571,communio,8,Dicit Andreas,263
647,9,left,96,577,450,602,communio,6,Dicit Dominus : Implete hydrias,263
649,9,left,96,637,516,661,communio,7,Dicite : Pusillanimes,23
650,9,left,97,668,518,691,communio,8,Dico autem vobis,470
651,9,left,97,697,518,722,communio,5,Dico vobis : Gaudium,387
652,9,left,97,728,517,752,communio,6,Diffusa est gratia,423
653,9,left,96,757,518,782,communio,4,Dilexisti iustitiam,506
654,9,left,97,788,518,811,communio,2,"Domine, Deus meus",87
655,9,left,97,818,518,842,communio,2,"Domine, Dominus noster",357
656,9,left,98,848,518,871,communio,8,"Domine, memorabor",332
657,9,left,97,878,518,902,communio,7,"Domine, quinque talenta",515
658,9,left,97,908,518,932,communio,6,"Domine, quis habitabit",102
659,9,left,100,934,519,966,communio,1,Dominus dabit benignitatem,17
660,9,left,98,968,451,987,communio,2,Dominus firmamentum meum,290
662,9,left,98,1028,519,1052,communio,2,Dominus regit mne,365
663,9,left,99,1058,519,1081,communio,3,Dominus virtutum,108
664,9,left,99,1088,519,1112,communio,5,Domus mea,402
665,9,left,100,1118,520,1141,communio,8,Dum venerit Paraclitus,233
666,9,left,99,1190,520,1210,communio,6,Ecce Dominus veniet,26
667,9,left,101,1220,520,1244,communio,1,Ecce virgo,37
668,9,left,100,1250,521,1274,communio,8,Ego clamavi,287
669,9,left,100,1280,522,1304,communio,2,Ego sum pastor bonus,224
670,9,left,100,1310,521,1334,communio,8,Ego sum vitis vera,228
671,9,left,102,1340,523,1364,communio,1,Ego vos elegi,436
672,9,left,100,1370,521,1394,communio,4,Erubescant et conturbentur,85
673,9,left,101,1399,522,1424,communio,7,Erubescant et revereantur,152
674,9,left,103,1430,523,1453,communio,1,Et si coram hominibus,470
675,9,left,101,1459,522,1483,communio,2,Exiit sermno,637
676,9,right,552,110,974,137,communio,4,"Exsulta, filia Sion",47
677,9,right,552,139,973,163,communio,6,Exsultavit ut gigas,28
678,9,right,553,199,974,226,communio,7,Factus est repente,256
679,9,right,553,229,975,255,communio,4,Feci iudicium,529
680,9,right,553,259,972,285,communio,7,Fidelis servus,491
681,9,right,555,289,973,315,communio,1,"Fili, quid fecisti",51
682,9,right,555,319,975,344,communio,1,"Florete, flores",614
683,9,right,554,348,975,373,communio,3,Frumentum Christi sum,617
684,9,right,556,408,975,434,communio,1,"Gaudete, iusti",442
685,9,right,555,439,974,463,communio,8,Glorioa,631
686,9,right,555,469,975,493,communio,3,Gustate et videte,303
687,9,right,555,530,976,553,communio,8,Hoc corpus,170
688,9,right,555,560,977,583,communio,6,Honora Dominum,314
689,9,right,555,619,977,644,communio,4,"Ierusalem, quae aedificatur",370
690,9,right,556,649,977,674,communio,2,"Ierusalem, surge",20
691,9,right,558,680,975,703,communio,1,Illumina faciem tuam,271
692,9,right,558,709,978,734,communio,1,In salutari tuo,350
693,9,right,555,740,978,764,communio,6,In splendoribus,44
694,9,right,555,770,978,795,communio,4,Inclina aurem tuam,300
695,9,right,556,800,977,825,communio,5,Intellege clamorem,82
696,9,right,557,830,979,852,communio,8,Introibo,274
697,9,right,557,860,978,884,communio,7,"Ioseph, fili David",552
698,9,right,557,890,978,913,communio,3,Iustorum animae,470
699,9,right,557,920,978,944,communio,5,Iustus Dominus,93
700,9,right,557,980,979,1004,communio,2,Laetabimur,359
701,9,right,558,1010,980,1034,communio,5,Laetabitur iustus,444
702,9,right,558,1040,979,1063,communio,8,Lavabo,129
703,9,right,557,1070,978,1090,communio,6,Lutum fecit,111
704,9,right,559,1099,979,1122,communio,8,Lux aeterna,676
705,9,right,558,1159,981,1184,communio,4,Magna est gloria eius,437
706,9,right,560,1188,980,1211,communio,1,Manducaverunt,278
707,9,right,558,1218,981,1244,communio,4,Memento verbi tui,346
708,9,right,560,1250,982,1274,communio,8,Mense septimo,274
709,9,right,559,1278,981,1304,communio,7,Mirabantur omnes,267
710,9,right,559,1309,914,1332,communio,6,"Mitte manum tuam, et cognose",218
712,9,right,560,1369,915,1388,communio,6,Mitte manum tuam in latus meum,660
714,9,right,562,1429,983,1452,communio,8,Modium,234
715,9,right,561,1459,981,1483,communio,2,Multitudo languentium,471
716,10,left,99,108,520,129,communio,2,Narrabo,281
717,10,left,99,139,521,163,communio,7,Ne tradideris me,132
718,10,left,100,168,522,192,communio,8,Nemo te condemnavit,124
719,10,left,99,198,520,223,communio,5,Non vos relinquam orphanos,232
720,10,left,99,228,453,252,communio,7,Notas mihi fecisti (sine allelua),260
722,10,left,99,288,453,313,communio,7,Notas mihi fecisti (cum alleluia),362
724,10,left,98,378,452,403,communio,2,Omnes qui in Christo baptizati estis,61
726,10,left,99,439,518,463,communio,8,Oportet te,95
727,10,left,99,468,519,494,communio,8,Optimam partem,507
728,10,left,98,529,519,553,communio,5,Pacem meam,228
729,10,left,98,558,519,584,communio,5,Panem de caelo,319
730,10,left,100,589,518,614,communio,1,Panis quem ego dedero,322
731,10,left,97,618,518,644,communio,6,Pascha nostrum,199
732,10,left,99,649,519,674,communio,1,Passer invenit,306
733,10,left,97,680,517,704,communio,4,"Pater, cum essem",243
734,10,left,98,709,519,734,communio,8,"Pater, si non potest",149
735,10,left,97,739,519,764,communio,4,Per signum crucis,600
736,10,left,99,769,518,794,communio,1,Petite (sine alleluia),83
737,10,left,99,800,518,824,communio,1,Petite (cum alleluia),314
738,10,left,97,830,519,854,communio,7,Populus acquisitionis,210
739,10,left,99,859,516,884,communio,1,Posuerunt,471
740,10,left,97,890,518,914,communio,6,Posuisti,483
741,10,left,97,919,518,944,communio,2,Potum meum,157
742,10,left,97,950,518,974,communio,8,Primum quaerite,325
743,10,left,99,979,519,1005,communio,1,Principes,530
744,10,left,98,1009,519,1034,communio,1,Psallite Domino,238
745,10,left,97,1070,520,1096,communio,3,Qui biberit aquam,99
746,10,left,97,1100,452,1125,communio,7,Qui biberit aquam (altera melodia),99
748,10,left,97,1161,518,1185,communio,6,Qui manducat,383
749,10,left,97,1190,519,1215,communio,3,Qui meditabitur,67
750,10,left,98,1220,519,1245,communio,5,Qui mihi ministrat,484
751,10,left,98,1251,519,1275,communio,1,Qui vult venire,484
752,10,left,99,1280,518,1306,communio,1,Quicumque fecerit,515
753,10,left,98,1311,519,1336,communio,5,Quinque prudentes virgines,507
754,10,left,97,1341,517,1365,communio,5,Quis dabit,101
755,10,left,97,1370,518,1395,communio,4,Quod dico vobis,472
756,10,right,560,110,980,134,communio,7,"Redime me, Deus",128
757,10,right,559,140,981,165,communio,8,Responsum,544
758,10,right,561,170,981,195,communio,1,Revelabitur,40
759,10,right,558,229,979,254,communio,3,Scapulis suis,77
760,10,right,558,260,977,284,communio,6,Sedebit Dominus,391
761,10,right,557,290,978,314,communio,4,Semel iuravi,492
762,10,right,558,320,978,344,communio,5,Servite Domino,68
763,10,right,557,350,979,374,communio,4,Si ambulavero,867
764,10,right,557,380,978,406,communio,7,Si consurrexistis,205
765,10,right,557,410,978,435,communio,7,Signa,437
766,10,right,558,440,978,465,communio,8,Simile est regnum celorum,519
767,10,right,556,470,978,496,communio,6,Simon Ioannis,574
768,10,right,557,501,977,525,communio,8,Spiritus qui a Patre procedit,233
769,10,right,557,531,977,555,communio,8,Spiritus Sanctus docebit vos,232
770,10,right,557,560,977,585,communio,8,Spiritus ubi vult spirat,218
771,10,right,556,591,977,611,communio,6,Surrexit Dominus,202
772,10,right,555,651,978,676,communio,4,Tanto tempore,560
773,10,right,556,681,975,705,communio,7,Tolle puerum,51
774,10,right,555,711,977,735,communio,4,Tollite hostias,338
775,10,right,556,742,976,766,communio,3,"Tu, Domine, servabis",95
776,10,right,556,772,977,796,communio,6,Tu es Petrus,550
776,10,right,556,772,977,796,communio,6,Tu es Petrus,577
777,10,right,556,802,976,828,communio,5,Tu mandasti,342
778,10,right,556,833,976,857,communio,2,"Tu, puer",572
779,10,right,557,892,975,917,communio,5,Ultimo festivitatis,251
780,10,right,556,922,977,947,communio,7,Unam petii,294
781,10,right,556,951,977,977,communio,7,Unus militum,387
782,10,right,558,1012,975,1035,communio,1,"Veni, Domine",31
783,10,right,557,1041,977,1067,communio,8,Venite post me,267
784,10,right,558,1072,978,1095,communio,1,Videns Dominus,124
785,10,right,557,1101,976,1127,communio,8,Video caelos apertos,635
786,10,right,558,1132,977,1156,communio,1,Viderunt omnes,50
787,10,right,556,1162,978,1187,communio,4,Vidimus stellam,59
788,10,right,558,1192,976,1216,communio,1,Visionem,90
788,10,right,558,1192,976,1216,communio,1,Visionem,585
789,10,right,556,1223,975,1245,communio,6,Voce mea,71
790,10,right,558,1252,977,1277,communio,1,Vos qui secuti estis me,438
791,10,right,556,1281,911,1307,communio,2,Vos qui secuti estis me dicit Dominus,438
793,10,right,556,1343,977,1366,communio,2,Vovete,335
794,10,right,556,1372,978,1397,communio,7,Vox in Rama,638
796,11,left,91,167,513,193,antiphona,6,Adorna,540
797,11,left,91,197,513,222,antiphona,6,Alleluia (ter),195
797,11,left,91,197,513,222,antiphona,6,Alleluia (ter),852
798,11,left,92,228,513,252,antiphona,8,Aperite mihi portas iustitiae,698
799,11,left,92,258,514,282,antiphona,4,Apud Dominum,678
799,11,left,92,258,514,282,antiphona,4,Apud Dominum,877
800,11,left,92,288,513,312,antiphona,7,Asperges me I,707
801,11,left,92,317,446,342,antiphona,7,Asperges me II (tonus simplex),707
803,11,left,93,378,513,403,antiphona,4,Asperges me III,708
804,11,left,92,408,514,433,antiphona,2,Audivi vocem de celo,689
805,11,left,93,463,513,488,antiphona,7,Caro mea,702
805,11,left,93,463,513,488,antiphona,7,Caro mea,883
806,11,left,94,493,512,518,antiphona,8,Chorus angelorum,697
806,11,left,94,493,512,518,antiphona,8,Chorus angelorum,881
807,11,left,93,524,514,548,antiphona,4,Credo videre bona Domini,704
808,11,left,93,554,513,578,antiphona,4,Crucem tuam,175
809,11,left,94,607,514,631,antiphona,8,Delicta iuventutis meae,882
809,11,left,94,607,514,631,antiphona,8,Delicta iuventutis meae,701
810,11,left,94,638,413,662,antiphona,5,"Domine, tu mihi lavas pedes",165
810,11,left,94,638,413,662,antiphona,5,"Domine, tu mihi lavas pedes",885
812,11,left,94,698,513,725,antiphona,2,Dominus Iesus,165
812,11,left,94,698,513,725,antiphona,2,Dominus Iesus,885
813,11,left,94,752,514,776,antiphona,3,Ecce Dominus noster,539
814,11,left,95,783,515,807,antiphona,6,Ecce lignum crucis,174
815,11,left,94,812,515,836,antiphona,2,Ego sum resurrectio,697
815,11,left,94,812,515,836,antiphona,2,Ego sum resurrectio,882
816,11,left,96,842,515,866,antiphona,1,Exsultabunt Domino,688
816,11,left,96,842,515,866,antiphona,1,Exsultabunt Domino,878
817,11,left,94,896,516,921,antiphona,4,Habitabit,680
818,11,left,97,926,515,950,antiphona,1,Haec porta Domini,699
819,11,left,95,956,516,980,antiphona,7,Hosanna filio David,137
820,11,left,96,1011,516,1035,antiphona,1,Immutemur habitu,65
821,11,left,95,1041,517,1065,antiphona,7,In hoc cognoscent omnes,886
821,11,left,95,1041,517,1065,antiphona,7,In hoc cognoscent omnes,166
822,11,left,96,1071,517,1095,antiphona,8,In pace in idipsum,703
823,11,left,96,1101,515,1125,antiphona,7,In paradisum,697
823,11,left,96,1101,515,1125,antiphona,7,In paradisum,881
824,11,left,96,1131,517,1155,antiphona,4,Iuxta vestibulum,65
825,11,left,97,1185,451,1209,antiphona,8,Lumen ad revelationem gentium,540
827,11,left,99,1269,520,1293,antiphona,3,Mandatum novum,167
827,11,left,99,1269,520,1293,antiphona,3,Mandatum novum,886
828,11,left,98,1299,520,1324,antiphona,7,Maneant in vobis,167
828,11,left,98,1299,520,1324,antiphona,7,Maneant in vobis,887
829,11,left,99,1329,521,1353,antiphona,8,Memento mei,679
829,11,left,99,1329,521,1353,antiphona,8,Memento mei,877
830,11,left,101,1383,522,1407,antiphona,8,Obtulerunt,849
831,11,left,101,1437,523,1462,antiphona,3,Placebo Domino,686
831,11,left,101,1437,523,1462,antiphona,3,Placebo Domino,877
832,11,left,101,1467,524,1492,antiphona,4,Postquam surrexit,164
832,11,left,101,1467,524,1492,antiphona,4,Postquam surrexit,884
833,11,right,552,112,972,136,antiphona,1,Pueri portantes,138
834,11,right,553,142,972,166,antiphona,1,Pueri vestimenta,140
835,11,right,553,198,970,224,antiphona,1,Qui exspectant Dominum,691
836,11,right,551,229,973,254,antiphona,8,Qui habitas in caelis,690
837,11,right,551,286,973,311,antiphona,2,Redemptor meus vivit,687
838,11,right,551,316,971,341,antiphona,2,Responsum accepit,541
839,11,right,551,374,972,398,antiphona,4,Si ego Dominus,166
839,11,right,551,374,972,398,antiphona,4,Si ego Dominus,885
840,11,right,551,404,972,428,antiphona,2,Sitivit anima mea,700
840,11,right,551,404,972,428,antiphona,2,Sitivit anima mea,882
841,11,right,551,461,973,485,antiphona,6,Ubi caritas,168
841,11,right,551,461,973,485,antiphona,6,Ubi caritas,887
842,11,right,552,518,974,544,antiphona,8,Vidi aquam,708
844,11,right,553,650,972,674,hymnus,8,Aeterne rex altissime,855
845,11,right,553,704,973,729,hymnus,7,Benedictus es,372
846,11,right,554,757,973,782,hymnus,1,"Gloria, laus",141
847,11,right,553,812,975,837,hymnus,4,Iesu nostra redemptio,854
848,11,right,553,867,975,890,hymnus,2,O Redemptor,159
849,11,right,554,921,975,945,hymnus,3,"Pange, lingua corporis",850
849,11,right,554,921,975,945,hymnus,3,"Pange, lingua corporis",170
850,11,right,556,951,975,975,hymnus,1,"Pange, lingua praelium",182
851,11,right,554,1008,974,1033,hymnus,4,Sacris solemniis,851
852,11,right,556,1038,975,1063,hymnus,1,Sacris solemniis (alter tonus),852
853,11,right,556,1095,976,1120,hymnus,3,Te Deum (tonus solemnis),838
854,11,right,556,1125,975,1151,hymnus,3,Te Deum (tonus simplex),841
855,11,right,556,1156,910,1181,hymnus,3,Te Deum (secundum morem Romanum),844
857,11,right,558,1242,978,1265,hymnus,8,Veni Creator,848
858,11,right,559,1272,980,1297,hymnus,8,Verbum supernum,854
860,11,right,574,1406,916,1429,psalmus,24,"Ad te, Domine, levavi animam mean",701
